{}		50057197.270274559594
4		25068558.889700047611
{}		12569228.062847167116
{}	6328438.760990318997
32		3197219.890176162514
{}	1623097.489922234566
{}		846585.768766862403
256	454309.983494683384
{}		256151.142517060784
{}	146269.107125853039
{}		82531.928106649738
4096	49257.311220441200
{}		31341.115378511347
{}	25772.393270909379
{}		25772.393270909379
65536		25772.393270909379
