0	0.7377623	0.2148485
10	2.8829052	0.7717322
20	3.5785907	0.8273530
30	4.0116157	0.8626209
40	4.3873571	0.9024578
50	4.7435633	0.9292988
60	5.0459543	0.9873574
70	5.4211771	0.8416642
80	5.8469948	0.8813258
90	6.1980205	0.9096509
