0	0.7344033	0.2133324
10	0.7657026	0.2230816
20	0.7980035	0.2279733
30	0.8279927	0.2366603
40	0.8512437	0.2409941
50	0.8737525	0.2475964
60	0.9041221	0.2513469
70	0.9314721	0.2590709
80	0.9624263	0.2626392
90	0.9871749	0.2682425
