s100_x2-----
pdQuery/Q1.sql: 2555.988, 2632.856, 2659.255, 2629.700, 2660.381, 2593.866, 2633.556, 2577.509, 2581.975, 2514.941
pdQuery/Q2.sql: 1233.434, 1229.519, 1227.791, 1221.056, 1208.050, 1239.163, 1205.018, 1210.069, 1245.831, 1227.001
pdQuery/Q3.sql: 2201.965, 2215.866, 2195.098, 2194.212, 2202.900, 2170.423, 2170.830, 2178.055, 2164.591, 2219.158
pdQuery/Q1_uadb.sql: 5565.096, 5449.230, 5436.807, 5441.572, 5509.284, 5408.530, 5499.787, 5503.467, 5455.227, 5458.953
pdQuery/Q2_uadb.sql: 1242.363, 1248.278, 1238.537, 1239.454, 1238.122, 1240.036, 1245.028, 1229.499, 1224.619, 1230.922
pdQuery/Q3_uadb.sql: 2289.168, 2270.877, 2275.791, 2246.936, 2261.024, 2245.690, 2230.561, 2271.590, 2260.861, 2236.449
pdQuery/Q1_radb.sql: 10845.284, 10029.346, 10061.490, 10373.834, 10029.935, 10299.042, 10295.192, 10047.396, 10044.770, 10241.049
pdQuery/Q2_radb.sql: 2190.582, 2247.069, 2235.578, 2243.147, 2196.279, 2204.198, 2242.628, 2238.066, 2241.826, 2200.834
pdQuery/Q3_radb.sql: 11406.889, 11411.536, 11556.217, 11348.773, 11478.409, 11345.285, 11520.417, 11422.446, 11503.821, 11528.023
pdQuery/Q1_cert.sql: 4981.740, 5028.415, 5013.606, 4992.297, 5053.263, 4980.364, 5047.648, 4994.820, 4991.052, 5031.875
pdQuery/Q2_cert.sql: 1216.907, 1236.390, 1221.127, 1241.393, 1225.266, 1217.965, 1249.998, 1234.800, 1242.773, 1221.814
pdQuery/Q3_cert.sql: 1929.140, 1992.287, 2003.918, 1994.369, 1998.841, 1990.707, 1988.630, 1997.161, 1915.722, 1914.645
pdQuery/Q1_maybms.sql: 14708.028, 14815.645, 14700.750, 14547.975, 14674.318, 14757.670, 14625.297, 14708.792, 14619.770, 14690.160
pdQuery/Q2_maybms.sql: 11809.543, 11711.545, 11938.194, 11892.438, 11756.639, 12024.117, 12004.468, 11761.030, 11700.551, 12012.444
pdQuery/Q3_maybms.sql: 6975.254, 7114.041, 7000.884, 6979.043, 7111.327, 6983.803, 7093.022, 7035.405, 6955.348, 6968.998
s100_x5-----
pdQuery/Q1.sql: 2503.339, 2583.731, 2652.726, 2593.450, 2627.123, 2535.361, 2618.667, 2493.884, 2569.110, 2576.174
pdQuery/Q2.sql: 1273.290, 1247.431, 1227.354, 1225.652, 1228.954, 1242.954, 1230.190, 1242.689, 1246.928, 1241.023
pdQuery/Q3.sql: 4912.412, 4830.880, 4791.839, 4936.878, 4816.683, 2194.617, 2175.995, 2202.465, 2175.340, 2194.662
pdQuery/Q1_uadb.sql: 5474.365, 5469.240, 5534.505, 5479.982, 5464.513, 5531.226, 5478.617, 5457.755, 5469.772, 5468.955
pdQuery/Q2_uadb.sql: 1221.053, 1240.003, 1233.820, 1253.688, 1238.226, 1225.386, 1251.717, 1237.517, 1254.909, 1237.744
pdQuery/Q3_uadb.sql: 2332.297, 2279.649, 2290.635, 2266.026, 2312.435, 2253.958, 2244.264, 2206.927, 2247.657, 2243.201
