1	0.077243		0.330251		6.663		0.654		0.77243
2	0.079341		0.367142		7.382		0.727		0.79341
3	0.082234		0.389457 		8.005		0.899		0.82234
4	0.083427		0.411682		8.552		0.951 	0.83427
5	0.085193		0.466118		9.561		1.190		0.85193
6	0.088213		0.490953		10.462	1.588		0.88213
7	0.089921		0.540835		12.127	2.006		0.89921
8	0.092107		0.598926		13.609	2.959		0.92107
9	0.093088		0.633810		15.009	4.680		0.93088
10	0.095306		0.669235		16.891	7.395		0.95306
