s100_x2-----
pdQuery/Q1_uadb.sql: 5754.639, 5380.629, 5354.413, 5371.073, 5351.933, 5401.411, 5335.895, 5332.721, 4493.657, 4514.180
pdQuery/Q2_uadb.sql: 893.532, 901.036, 901.879, 906.639, 898.073, 897.499, 900.135, 895.267, 896.893, 893.816
pdQuery/Q3_uadb.sql: 2058.957, 2114.375, 2114.044, 2116.707, 2105.488, 2112.214, 2112.560, 2102.305, 2106.959, 2051.029
pdQuery/Q1_radb.sql: 11086.498, 10008.811, 10006.375, 9892.750, 10016.895, 9921.355, 9780.334, 10062.954, 9983.659, 9856.592
pdQuery/Q2_radb.sql: 2175.979, 2176.275, 2167.283, 2176.085, 2210.605, 2177.702, 2212.913, 2182.399, 2208.688, 2172.905
pdQuery/Q3_radb.sql: 11617.490, 11636.681, 11572.225, 11566.060, 11534.868, 11500.288, 11561.208, 11549.796, 11584.918, 11605.576
pdQuery/Q1_cert.sql: 4915.227, 4969.882, 4983.764, 4976.238, 4986.687, 4999.910, 4963.359, 4968.565, 4951.289, 4974.878
pdQuery/Q2_cert.sql: 1228.622, 1236.896, 1231.503, 1229.388, 1229.477, 1239.471, 1217.601, 1248.339, 1228.712, 1230.804
pdQuery/Q3_cert.sql: 1939.070, 1918.394, 1944.503, 1926.055, 1899.911, 1922.031, 1913.090, 1918.360, 1906.931, 1914.402
pdQuery/Q1_maybms.sql: 17240.189, 17066.295, 17073.790, 17134.408, 17008.372, 16964.247, 17026.912, 17022.133, 16904.318, 17167.153
pdQuery/Q2_maybms.sql: 11569.832, 11619.014, 11714.714, 11720.560, 11603.791, 11730.103, 11619.258, 11682.277, 11672.924, 11653.312
pdQuery/Q3_maybms.sql: 7665.993, 7701.854, 7688.885, 7678.376, 8089.964, 7702.337, 7693.513, 7707.282, 7675.430, 7644.968
s100_x5-----
pdQuery/Q1_uadb.sql: 5859.417, 5427.325, 5360.491, 5417.323, 5417.640, 5415.022, 5393.941, 5407.385, 5343.337, 5379.626
pdQuery/Q2_uadb.sql: 894.072, 898.143, 894.786, 897.116, 901.892, 886.982, 909.859, 892.074, 888.160, 894.415
pdQuery/Q3_uadb.sql: 2102.917, 2045.802, 2113.153, 2077.235, 2102.580, 2089.185, 2084.601, 2078.956, 2100.854, 2070.631
pdQuery/Q1_radb.sql: 11066.543, 9976.222, 9882.245, 9558.920, 9605.922, 9419.010, 9394.289, 9478.149, 9320.403, 9330.070
pdQuery/Q2_radb.sql: 2220.201, 2248.869, 2211.440, 2208.476, 2217.609, 2213.846, 2213.934, 2244.138, 2250.657, 2250.460
pdQuery/Q3_radb.sql: 11724.436, 11765.148, 11668.540, 11761.871, 11627.960, 11664.247, 11623.825, 11704.599, 11599.724, 11728.128
pdQuery/Q1_cert.sql: 4877.711, 4869.625, 4876.915, 4891.518, 4866.058, 4878.267, 4901.613, 4862.947, 4877.374, 4933.029
pdQuery/Q2_cert.sql: 1202.678, 1219.609, 1198.331, 1219.704, 1196.663, 1214.315, 1201.651, 1194.081, 1192.008, 1214.799
pdQuery/Q3_cert.sql: 1963.309, 1937.140, 1942.593, 1910.145, 1947.180, 1954.116, 1946.147, 1945.036, 1923.089, 1942.604
pdQuery/Q1_maybms.sql: 18380.117, 18542.488, 18173.012, 18196.091, 18293.859, 18262.080, 18238.635, 18280.212, 18360.514, 18220.751
pdQuery/Q2_maybms.sql: 13346.773, 13389.394, 13432.973, 13369.193, 13339.084, 13446.400, 13434.993, 13820.192, 13381.840, 13340.988
pdQuery/Q3_maybms.sql: 8307.672, 8560.764, 8014.901, 8092.781, 8238.066, 8057.078, 8011.678, 8078.103, 8133.313, 8396.677
s100_x10-----
pdQuery/Q1_uadb.sql: 5787.806, 5417.649, 5298.201, 5332.216, 5364.556, 5310.474, 5312.263, 5350.797, 5336.269, 5324.050
pdQuery/Q2_uadb.sql: 898.984, 905.694, 897.515, 902.246, 897.233, 890.373, 888.053, 902.931, 900.108, 900.768
pdQuery/Q3_uadb.sql: 2259.353, 2120.555, 2137.902, 2122.556, 2142.464, 2122.310, 2132.265, 2118.560, 2132.069, 2114.817
