Query    Det    UA-DB    AU-DB    Libkin    MayBMS    MCDB 
0.1GB    1    1.00205476667    3.799304    1.09124043333    4.725701    13.4633333333    
1GB    1	0.98416436666	3.67017666667	1.1092592	5.36394563333   9.96601366667
10GB    1    1.01556933333    3.72730333333    1.35282    6.07306266667    10.0029136667    
