s100_x2-----
pdQuery/Q1.sql: 2486.220, 2558.769, 2468.426, 2508.699, 2561.477, 2550.680, 2563.286, 2557.765
pdQuery/Q2.sql: 1245.948, 1224.494, 1236.300, 1238.555, 1235.376, 1243.292, 1235.363, 1230.905
pdQuery/Q3.sql: 2207.285, 2199.944, 2205.421, 2209.625, 2139.924, 2191.965, 2201.528, 2202.861
pdQuery/Q1_uadb.sql: 5400.940, 5373.799, 5401.184, 5422.090, 5403.394, 5384.725, 5403.178, 5365.157
pdQuery/Q2_uadb.sql: 1261.981, 1267.593, 1260.685, 1260.844, 1275.757, 1261.361, 1262.690, 1267.771
pdQuery/Q3_uadb.sql: 2297.712, 2254.549, 2273.769, 2271.492, 2274.189, 2206.580, 2287.619, 2287.376
pdQuery/Q1_radb.sql: 9711.543, 9803.937, 9943.463, 9920.143, 9989.424, 10025.235, 10031.468, 9608.075
pdQuery/Q2_radb.sql: 2209.078, 2233.421, 2229.106, 2224.359, 2236.389, 2210.188, 2209.856, 2214.616
pdQuery/Q3_radb.sql: 11375.601, 11418.682, 11378.639, 11354.610, 11435.282, 11435.333, 11486.089, 11380.202
pdQuery/Q1_cert.sql: 4969.469, 4961.720, 4975.226, 4988.982, 4993.081, 4966.270, 4956.556, 4986.637
pdQuery/Q2_cert.sql: 1222.089, 1237.659, 1225.036, 1230.436, 1222.127, 1226.339, 1236.392, 1239.180
pdQuery/Q3_cert.sql: 1943.215, 1919.436, 1944.486, 1939.342, 1928.266, 1903.274, 1927.878, 1935.194
pdQuery/Q1_maybms.sql: 17091.587, 17034.653, 17251.265, 17128.070, 17206.910, 17137.172, 17038.883, 16928.812
pdQuery/Q2_maybms.sql: 11847.041, 11725.234, 11655.564, 11605.151, 11780.860, 12033.053, 11825.157, 11936.804
pdQuery/Q3_maybms.sql: 6059.001, 6067.290, 5988.824, 6057.893, 6039.621, 5985.485, 6049.676, 6036.011
s100_x5-----
pdQuery/Q1.sql: 2468.591, 2512.170, 2513.506, 2528.210, 2467.760, 2570.289, 2553.864, 2519.039
pdQuery/Q2.sql: 1239.155, 1244.539, 1229.209, 1242.093, 1229.680, 1235.858, 1239.883, 1237.037
pdQuery/Q3.sql: 2162.449, 2219.515, 2207.596, 2200.281, 2184.131, 2224.421, 2189.574, 2223.926
pdQuery/Q1_uadb.sql: 5362.394, 5368.328, 5329.139, 5353.333, 5339.689, 5360.123, 5383.956, 5363.440
pdQuery/Q2_uadb.sql: 1267.202, 1255.462, 1248.397, 1253.746, 1249.902, 1258.871, 1257.619, 1243.989
pdQuery/Q3_uadb.sql: 2208.913, 2281.852, 2289.638, 2275.904, 2265.870, 2262.202, 2260.862, 2233.879
pdQuery/Q1_radb.sql: 9675.059, 9935.047, 9690.980, 9990.876, 9419.911, 9151.669, 9459.138, 9401.997
pdQuery/Q2_radb.sql: 2237.165, 2237.887, 2270.575, 2268.144, 2258.356, 2262.961, 2261.674, 2263.664
pdQuery/Q3_radb.sql: 11382.324, 11432.341, 11407.255, 11383.136, 11422.085, 11424.954, 11429.332, 11366.451
pdQuery/Q1_cert.sql: 4861.427, 4878.627, 4851.782, 4874.124, 4849.007, 4844.197, 4856.541, 4883.200
pdQuery/Q2_cert.sql: 1200.288, 1199.196, 1194.258, 1197.598, 1195.842, 1198.721, 1213.427, 1201.331
pdQuery/Q3_cert.sql: 1925.318, 1932.208, 1916.535, 1906.744, 1920.531, 1913.460, 1920.471, 1947.452
pdQuery/Q1_maybms.sql: 15063.312, 15265.492, 15181.925, 15274.882, 15181.653, 15202.600, 15303.818, 15258.559
pdQuery/Q2_maybms.sql: 13482.307, 13301.430, 13446.438, 13248.995, 13386.525, 13352.110, 13256.335, 13345.798
pdQuery/Q3_maybms.sql: 7941.866, 7988.113, 7971.288, 7843.934, 7886.962, 8031.453, 7991.886, 7934.358
s100_x10-----
pdQuery/Q1.sql: 5043.911, 4957.829, 4959.012, 5035.085, 5017.380, 4971.553, 4975.031, 5024.780
pdQuery/Q2.sql: 1245.924, 1237.064, 1241.446, 1236.246, 1244.432, 1241.448, 1243.321, 1232.405
pdQuery/Q3.sql: 2187.015, 2217.237, 2212.184, 2101.440, 2171.067, 2214.620, 2202.039, 2213.434
pdQuery/Q1_uadb.sql: 5270.158, 5245.357, 5261.100, 5244.474, 5332.590, 5277.739, 5259.457, 5253.171
pdQuery/Q2_uadb.sql: 1255.530, 1256.854, 1264.040, 1248.596, 1255.865, 1254.997, 1255.584, 1261.808
pdQuery/Q3_uadb.sql: 2362.535, 2253.012, 2264.043, 2266.111, 2261.412, 2257.877, 2215.900, 2221.641
pdQuery/Q1_radb.sql: 10126.332, 10154.370, 10037.522, 9766.373, 9509.553, 9568.821, 9370.774, 9391.362
pdQuery/Q2_radb.sql: 2299.805, 2306.334, 2329.060, 2308.333, 2325.505, 2311.185, 2315.663, 2331.649
pdQuery/Q3_radb.sql: 6338.585, 6318.415, 6297.349, 6354.677, 6334.650, 6292.468, 6267.823, 6351.710
pdQuery/Q1_cert.sql: 4678.848, 4723.748, 4687.671, 4689.588, 4672.889, 4691.824, 4682.866, 4676.280
pdQuery/Q2_cert.sql: 1153.369, 1155.212, 1158.237, 1163.122, 1165.664, 1168.721, 1157.803, 1157.036
pdQuery/Q3_cert.sql: 1952.437, 1942.854, 1947.115, 1964.653, 1943.735, 1915.110, 1947.161, 1912.619
pdQuery/Q1_maybms.sql: 37216.657, 37064.787, 36936.065, 37192.160, 37027.284, 36911.726, 37246.016, 37049.067
pdQuery/Q2_maybms.sql: 15714.672, 16121.160, 15622.772, 15657.611, 15607.330, 15595.171, 15723.485, 15634.147
pdQuery/Q3_maybms.sql: 13288.282, 13085.295, 12926.197, 13083.578, 12877.814, 13090.798, 13025.770, 13252.770
s100_x30-----
pdQuery/Q1.sql: 5271.219, 4999.809, 4732.826, 4767.859, 4653.885, 4958.133, 4970.925, 5221.455
pdQuery/Q2.sql: 1220.331, 1238.438, 1245.747, 1248.332, 1246.211, 1237.915, 1235.375, 1223.352
pdQuery/Q3.sql: 2245.729, 2319.882, 2350.200, 2342.842, 2344.192, 2337.315, 2263.750, 2337.351
pdQuery/Q1_uadb.sql: 5174.342, 5169.662, 5213.216, 5171.644, 5157.677, 5152.550, 5176.808, 5157.294
pdQuery/Q2_uadb.sql: 1255.835, 1257.885, 1258.125, 1254.162, 1250.087, 1254.412, 1247.795, 1248.469
pdQuery/Q3_uadb.sql: 2427.248, 2417.573, 2376.933, 2421.354, 2406.466, 2410.670, 2399.633, 2408.923
pdQuery/Q1_radb.sql: 10386.720, 10455.339, 10558.367, 10434.895, 10459.412, 10452.088, 10503.312, 10500.350
pdQuery/Q2_radb.sql: 6904.218, 6883.408, 7105.723, 7007.738, 6895.203, 6866.760, 7036.092, 7145.178
pdQuery/Q3_radb.sql: 10206.028, 10247.339, 10206.320, 10159.655, 10229.636, 10240.505, 10180.598, 10139.505
pdQuery/Q1_cert.sql: 3957.998, 3921.155, 3953.704, 3959.127, 3947.760, 3960.037, 3901.954, 3962.012
