s100_x2-----
pdQuery/Q1.sql: 5092.266, 5046.192, 5006.677, 5089.840, 5038.135, 4986.721, 5097.233, 5072.724
pdQuery/Q2.sql: 1248.237, 1249.136, 1247.176, 1243.617, 1243.187, 1243.123, 1247.798, 1252.222
pdQuery/Q3.sql: 2233.766, 2121.644, 2359.939, 2130.787, 2226.913, 2123.534, 2178.156, 2118.610
pdQuery/Q1_uadb.sql: 5225.815, 5184.274, 5166.138, 5219.289, 5207.827, 5170.364, 5205.835, 5206.029
pdQuery/Q2_uadb.sql: 1267.986, 1261.825, 1297.423, 1279.386, 1268.037, 1280.771, 1285.514, 1280.765
pdQuery/Q3_uadb.sql: 2230.827, 2257.876, 2242.911, 2261.917, 2240.237, 2227.429, 2232.187, 2276.164
pdQuery/Q1_radb.sql: 9950.595, 9849.323, 9975.166, 9773.223, 9931.309, 9769.948, 9544.053, 10078.502
pdQuery/Q2_radb.sql: 2235.709, 2255.097, 2262.247, 2239.805, 2251.580, 2242.432, 2254.916, 2248.824
pdQuery/Q3_radb.sql: 11693.970, 11718.805, 11701.262, 11704.771, 11750.967, 11624.711, 11692.782, 11712.058
pdQuery/Q1_cert.sql: 3032.061, 3009.171, 2953.785, 3005.979, 3061.868, 3012.195, 3041.537, 3012.178
pdQuery/Q2_cert.sql: 1612.605, 1613.821, 1613.479, 1607.759, 1605.701, 1623.397, 1613.895, 1612.478
pdQuery/Q3_cert.sql: 1951.231, 1974.983, 1921.317, 1942.028, 1920.476, 1950.862, 1916.968, 1948.487
pdQuery/Q1_maybms.sql: 12686.218, 12713.478, 12705.086, 12527.860, 12597.131, 12575.724, 12601.835, 12462.062
pdQuery/Q2_maybms.sql: 11387.296, 11282.285, 11189.944, 12065.202, 11262.017, 11344.103, 11270.434, 11242.209
pdQuery/Q3_maybms.sql: 6860.604, 6910.430, 7110.470, 6973.730, 6931.875, 6967.471, 6894.704, 6930.668
s100_x5-----
pdQuery/Q1.sql: 4994.356, 5090.514, 5041.558, 5009.376, 2551.386, 2593.917, 2526.386, 2527.403
pdQuery/Q2.sql: 1263.365, 1261.074, 1262.636, 1265.152, 1275.590, 1261.581, 1259.164, 1266.208
pdQuery/Q3.sql: 2199.883, 2191.783, 2184.741, 2181.800, 2113.577, 2167.597, 2193.257, 2190.843
pdQuery/Q1_uadb.sql: 5256.737, 5282.042, 5297.220, 2556.096, 2579.106, 2554.298, 2555.584, 2563.562
pdQuery/Q2_uadb.sql: 1288.940, 1290.795, 1284.612, 1289.832, 1293.718, 1288.564, 1286.128, 1285.432
pdQuery/Q3_uadb.sql: 2048.277, 2058.032, 2095.216, 2125.490, 2044.612, 2123.756, 2048.523, 2138.410
pdQuery/Q1_radb.sql: 9817.316, 9991.850, 9850.497, 9553.821, 9589.999, 9441.445, 9622.053, 9509.957
pdQuery/Q2_radb.sql: 2300.798, 2273.503, 2297.168, 2299.293, 2294.424, 2305.845, 2269.868, 2279.094
pdQuery/Q3_radb.sql: 11499.858, 11631.504, 11669.548, 11616.115, 11607.739, 11652.626, 11691.491, 11614.537
pdQuery/Q1_cert.sql: 2968.403, 2935.205, 2945.838, 2958.201, 2967.354, 2943.635, 2900.839, 2952.293
pdQuery/Q2_cert.sql: 1606.588, 1592.114, 1597.042, 1601.108, 1606.780, 1602.088, 1597.265, 1615.001
pdQuery/Q3_cert.sql: 1920.148, 1944.438, 1930.868, 1942.976, 1937.054, 1912.780, 1914.623, 1939.216
pdQuery/Q1_maybms.sql: 22311.400, 22275.250, 22302.419, 22106.021, 22091.309, 22207.756, 22000.377, 22061.188
pdQuery/Q2_maybms.sql: 12819.151, 12529.256, 12555.435, 12596.795, 12504.694, 12623.259, 12547.541, 12591.698
